	run ID	name	method	date run	command-line
91	92	id_328	ANIm	2023-03-09 19:29:35.777660	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_328 -o pyani_analysis/id_328/output -v -l pyani_analysis/id_328/output.log --name id_328 --labels pyani_analysis/id_328/labels.txt --classes pyani_analysis/id_328/classes.txt
92	93	id_329	ANIm	2023-03-09 19:29:51.367674	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_329 -o pyani_analysis/id_329/output -v -l pyani_analysis/id_329/output.log --name id_329 --labels pyani_analysis/id_329/labels.txt --classes pyani_analysis/id_329/classes.txt
93	94	id_33	ANIm	2023-03-09 19:30:35.582487	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_33 -o pyani_analysis/id_33/output -v -l pyani_analysis/id_33/output.log --name id_33 --labels pyani_analysis/id_33/labels.txt --classes pyani_analysis/id_33/classes.txt
94	95	id_334	ANIm	2023-03-09 19:32:31.684177	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_334 -o pyani_analysis/id_334/output -v -l pyani_analysis/id_334/output.log --name id_334 --labels pyani_analysis/id_334/labels.txt --classes pyani_analysis/id_334/classes.txt
95	96	id_336	ANIm	2023-03-09 19:33:20.697065	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_336 -o pyani_analysis/id_336/output -v -l pyani_analysis/id_336/output.log --name id_336 --labels pyani_analysis/id_336/labels.txt --classes pyani_analysis/id_336/classes.txt
96	97	id_337	ANIm	2023-03-09 19:33:42.144350	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_337 -o pyani_analysis/id_337/output -v -l pyani_analysis/id_337/output.log --name id_337 --labels pyani_analysis/id_337/labels.txt --classes pyani_analysis/id_337/classes.txt
97	98	id_338	ANIm	2023-03-09 19:34:28.917822	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_338 -o pyani_analysis/id_338/output -v -l pyani_analysis/id_338/output.log --name id_338 --labels pyani_analysis/id_338/labels.txt --classes pyani_analysis/id_338/classes.txt
98	99	id_356	ANIm	2023-03-09 19:34:45.615317	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_356 -o pyani_analysis/id_356/output -v -l pyani_analysis/id_356/output.log --name id_356 --labels pyani_analysis/id_356/labels.txt --classes pyani_analysis/id_356/classes.txt
99	100	id_36	ANIm	2023-03-09 19:35:03.421724	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_36 -o pyani_analysis/id_36/output -v -l pyani_analysis/id_36/output.log --name id_36 --labels pyani_analysis/id_36/labels.txt --classes pyani_analysis/id_36/classes.txt
100	101	id_365	ANIm	2023-03-09 19:52:42.625317	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_365 -o pyani_analysis/id_365/output -v -l pyani_analysis/id_365/output.log --name id_365 --labels pyani_analysis/id_365/labels.txt --classes pyani_analysis/id_365/classes.txt
101	102	id_37	ANIm	2023-03-09 19:53:00.803213	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_37 -o pyani_analysis/id_37/output -v -l pyani_analysis/id_37/output.log --name id_37 --labels pyani_analysis/id_37/labels.txt --classes pyani_analysis/id_37/classes.txt
102	103	id_375	ANIm	2023-03-09 19:53:19.602271	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_375 -o pyani_analysis/id_375/output -v -l pyani_analysis/id_375/output.log --name id_375 --labels pyani_analysis/id_375/labels.txt --classes pyani_analysis/id_375/classes.txt
103	104	id_38	ANIm	2023-03-09 19:53:44.580422	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_38 -o pyani_analysis/id_38/output -v -l pyani_analysis/id_38/output.log --name id_38 --labels pyani_analysis/id_38/labels.txt --classes pyani_analysis/id_38/classes.txt
104	105	id_383	ANIm	2023-03-09 20:02:15.446785	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_383 -o pyani_analysis/id_383/output -v -l pyani_analysis/id_383/output.log --name id_383 --labels pyani_analysis/id_383/labels.txt --classes pyani_analysis/id_383/classes.txt
105	106	id_385	ANIm	2023-03-09 20:02:34.204188	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_385 -o pyani_analysis/id_385/output -v -l pyani_analysis/id_385/output.log --name id_385 --labels pyani_analysis/id_385/labels.txt --classes pyani_analysis/id_385/classes.txt
106	107	id_386	ANIm	2023-03-09 20:04:11.250992	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_386 -o pyani_analysis/id_386/output -v -l pyani_analysis/id_386/output.log --name id_386 --labels pyani_analysis/id_386/labels.txt --classes pyani_analysis/id_386/classes.txt
107	108	id_387	ANIm	2023-03-09 20:04:28.209652	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_387 -o pyani_analysis/id_387/output -v -l pyani_analysis/id_387/output.log --name id_387 --labels pyani_analysis/id_387/labels.txt --classes pyani_analysis/id_387/classes.txt
108	109	id_390	ANIm	2023-03-09 20:04:55.851231	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_390 -o pyani_analysis/id_390/output -v -l pyani_analysis/id_390/output.log --name id_390 --labels pyani_analysis/id_390/labels.txt --classes pyani_analysis/id_390/classes.txt
109	110	id_391	ANIm	2023-03-09 20:05:11.283839	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_391 -o pyani_analysis/id_391/output -v -l pyani_analysis/id_391/output.log --name id_391 --labels pyani_analysis/id_391/labels.txt --classes pyani_analysis/id_391/classes.txt
110	111	id_393	ANIm	2023-03-09 20:05:48.911045	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_393 -o pyani_analysis/id_393/output -v -l pyani_analysis/id_393/output.log --name id_393 --labels pyani_analysis/id_393/labels.txt --classes pyani_analysis/id_393/classes.txt
111	112	id_395	ANIm	2023-03-09 20:06:07.351494	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_395 -o pyani_analysis/id_395/output -v -l pyani_analysis/id_395/output.log --name id_395 --labels pyani_analysis/id_395/labels.txt --classes pyani_analysis/id_395/classes.txt
112	113	id_40	ANIm	2023-03-09 20:07:08.288423	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_40 -o pyani_analysis/id_40/output -v -l pyani_analysis/id_40/output.log --name id_40 --labels pyani_analysis/id_40/labels.txt --classes pyani_analysis/id_40/classes.txt
113	114	id_401	ANIm	2023-03-09 20:07:31.545793	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_401 -o pyani_analysis/id_401/output -v -l pyani_analysis/id_401/output.log --name id_401 --labels pyani_analysis/id_401/labels.txt --classes pyani_analysis/id_401/classes.txt
114	115	id_404	ANIm	2023-03-09 20:08:19.780541	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_404 -o pyani_analysis/id_404/output -v -l pyani_analysis/id_404/output.log --name id_404 --labels pyani_analysis/id_404/labels.txt --classes pyani_analysis/id_404/classes.txt
115	116	id_405	ANIm	2023-03-09 20:08:34.180663	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_405 -o pyani_analysis/id_405/output -v -l pyani_analysis/id_405/output.log --name id_405 --labels pyani_analysis/id_405/labels.txt --classes pyani_analysis/id_405/classes.txt
116	117	id_406	ANIm	2023-03-09 20:08:59.056197	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_406 -o pyani_analysis/id_406/output -v -l pyani_analysis/id_406/output.log --name id_406 --labels pyani_analysis/id_406/labels.txt --classes pyani_analysis/id_406/classes.txt
117	118	id_407	ANIm	2023-03-09 20:09:17.956940	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_407 -o pyani_analysis/id_407/output -v -l pyani_analysis/id_407/output.log --name id_407 --labels pyani_analysis/id_407/labels.txt --classes pyani_analysis/id_407/classes.txt
118	119	id_410	ANIm	2023-03-09 20:09:47.960365	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_410 -o pyani_analysis/id_410/output -v -l pyani_analysis/id_410/output.log --name id_410 --labels pyani_analysis/id_410/labels.txt --classes pyani_analysis/id_410/classes.txt
119	120	id_417	ANIm	2023-03-09 20:10:03.587193	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_417 -o pyani_analysis/id_417/output -v -l pyani_analysis/id_417/output.log --name id_417 --labels pyani_analysis/id_417/labels.txt --classes pyani_analysis/id_417/classes.txt
120	121	id_42	ANIm	2023-03-09 20:11:02.468177	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_42 -o pyani_analysis/id_42/output -v -l pyani_analysis/id_42/output.log --name id_42 --labels pyani_analysis/id_42/labels.txt --classes pyani_analysis/id_42/classes.txt
121	122	id_422	ANIm	2023-03-09 20:11:40.107106	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_422 -o pyani_analysis/id_422/output -v -l pyani_analysis/id_422/output.log --name id_422 --labels pyani_analysis/id_422/labels.txt --classes pyani_analysis/id_422/classes.txt
122	123	id_424	ANIm	2023-03-09 20:11:54.157124	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_424 -o pyani_analysis/id_424/output -v -l pyani_analysis/id_424/output.log --name id_424 --labels pyani_analysis/id_424/labels.txt --classes pyani_analysis/id_424/classes.txt
123	124	id_425	ANIm	2023-03-09 20:12:10.262130	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_425 -o pyani_analysis/id_425/output -v -l pyani_analysis/id_425/output.log --name id_425 --labels pyani_analysis/id_425/labels.txt --classes pyani_analysis/id_425/classes.txt
124	125	id_427	ANIm	2023-03-09 20:12:45.701772	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_427 -o pyani_analysis/id_427/output -v -l pyani_analysis/id_427/output.log --name id_427 --labels pyani_analysis/id_427/labels.txt --classes pyani_analysis/id_427/classes.txt
125	126	id_429	ANIm	2023-03-09 20:13:08.856725	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_429 -o pyani_analysis/id_429/output -v -l pyani_analysis/id_429/output.log --name id_429 --labels pyani_analysis/id_429/labels.txt --classes pyani_analysis/id_429/classes.txt
126	127	id_43	ANIm	2023-03-09 20:13:24.454162	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_43 -o pyani_analysis/id_43/output -v -l pyani_analysis/id_43/output.log --name id_43 --labels pyani_analysis/id_43/labels.txt --classes pyani_analysis/id_43/classes.txt
127	128	id_438	ANIm	2023-03-09 20:13:51.209527	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_438 -o pyani_analysis/id_438/output -v -l pyani_analysis/id_438/output.log --name id_438 --labels pyani_analysis/id_438/labels.txt --classes pyani_analysis/id_438/classes.txt
128	129	id_44	ANIm	2023-03-09 20:14:36.269884	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_44 -o pyani_analysis/id_44/output -v -l pyani_analysis/id_44/output.log --name id_44 --labels pyani_analysis/id_44/labels.txt --classes pyani_analysis/id_44/classes.txt
129	130	id_443	ANIm	2023-03-09 20:14:54.860153	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_443 -o pyani_analysis/id_443/output -v -l pyani_analysis/id_443/output.log --name id_443 --labels pyani_analysis/id_443/labels.txt --classes pyani_analysis/id_443/classes.txt
130	131	id_454	ANIm	2023-03-09 20:15:12.113417	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_454 -o pyani_analysis/id_454/output -v -l pyani_analysis/id_454/output.log --name id_454 --labels pyani_analysis/id_454/labels.txt --classes pyani_analysis/id_454/classes.txt
131	132	id_455	ANIm	2023-03-09 20:15:31.844751	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_455 -o pyani_analysis/id_455/output -v -l pyani_analysis/id_455/output.log --name id_455 --labels pyani_analysis/id_455/labels.txt --classes pyani_analysis/id_455/classes.txt
132	133	id_46	ANIm	2023-03-09 20:15:52.258512	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_46 -o pyani_analysis/id_46/output -v -l pyani_analysis/id_46/output.log --name id_46 --labels pyani_analysis/id_46/labels.txt --classes pyani_analysis/id_46/classes.txt
133	134	id_462	ANIm	2023-03-09 20:18:27.268433	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_462 -o pyani_analysis/id_462/output -v -l pyani_analysis/id_462/output.log --name id_462 --labels pyani_analysis/id_462/labels.txt --classes pyani_analysis/id_462/classes.txt
134	135	id_464	ANIm	2023-03-09 20:18:43.857559	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_464 -o pyani_analysis/id_464/output -v -l pyani_analysis/id_464/output.log --name id_464 --labels pyani_analysis/id_464/labels.txt --classes pyani_analysis/id_464/classes.txt
135	136	id_465	ANIm	2023-03-09 20:19:11.492588	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_465 -o pyani_analysis/id_465/output -v -l pyani_analysis/id_465/output.log --name id_465 --labels pyani_analysis/id_465/labels.txt --classes pyani_analysis/id_465/classes.txt
136	137	id_47	ANIm	2023-03-09 20:19:28.876105	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_47 -o pyani_analysis/id_47/output -v -l pyani_analysis/id_47/output.log --name id_47 --labels pyani_analysis/id_47/labels.txt --classes pyani_analysis/id_47/classes.txt
137	138	id_475	ANIm	2023-03-09 20:20:33.299028	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_475 -o pyani_analysis/id_475/output -v -l pyani_analysis/id_475/output.log --name id_475 --labels pyani_analysis/id_475/labels.txt --classes pyani_analysis/id_475/classes.txt
138	139	id_482	ANIm	2023-03-09 20:20:51.795904	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_482 -o pyani_analysis/id_482/output -v -l pyani_analysis/id_482/output.log --name id_482 --labels pyani_analysis/id_482/labels.txt --classes pyani_analysis/id_482/classes.txt
139	140	id_489	ANIm	2023-03-09 20:21:14.429237	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_489 -o pyani_analysis/id_489/output -v -l pyani_analysis/id_489/output.log --name id_489 --labels pyani_analysis/id_489/labels.txt --classes pyani_analysis/id_489/classes.txt
140	141	id_49	ANIm	2023-03-09 20:21:44.790863	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_49 -o pyani_analysis/id_49/output -v -l pyani_analysis/id_49/output.log --name id_49 --labels pyani_analysis/id_49/labels.txt --classes pyani_analysis/id_49/classes.txt
141	142	id_495	ANIm	2023-03-09 20:49:14.487622	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_495 -o pyani_analysis/id_495/output -v -l pyani_analysis/id_495/output.log --name id_495 --labels pyani_analysis/id_495/labels.txt --classes pyani_analysis/id_495/classes.txt
142	143	id_499	ANIm	2023-03-09 20:49:35.712928	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_499 -o pyani_analysis/id_499/output -v -l pyani_analysis/id_499/output.log --name id_499 --labels pyani_analysis/id_499/labels.txt --classes pyani_analysis/id_499/classes.txt
143	144	id_50	ANIm	2023-03-09 20:49:52.493376	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_50 -o pyani_analysis/id_50/output -v -l pyani_analysis/id_50/output.log --name id_50 --labels pyani_analysis/id_50/labels.txt --classes pyani_analysis/id_50/classes.txt
144	145	id_51	ANIm	2023-03-09 20:50:19.013868	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_51 -o pyani_analysis/id_51/output -v -l pyani_analysis/id_51/output.log --name id_51 --labels pyani_analysis/id_51/labels.txt --classes pyani_analysis/id_51/classes.txt
145	146	id_52	ANIm	2023-03-09 20:52:53.900311	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_52 -o pyani_analysis/id_52/output -v -l pyani_analysis/id_52/output.log --name id_52 --labels pyani_analysis/id_52/labels.txt --classes pyani_analysis/id_52/classes.txt
146	147	id_531	ANIm	2023-03-09 20:53:12.113161	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_531 -o pyani_analysis/id_531/output -v -l pyani_analysis/id_531/output.log --name id_531 --labels pyani_analysis/id_531/labels.txt --classes pyani_analysis/id_531/classes.txt
147	148	id_534	ANIm	2023-03-09 20:53:27.997008	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_534 -o pyani_analysis/id_534/output -v -l pyani_analysis/id_534/output.log --name id_534 --labels pyani_analysis/id_534/labels.txt --classes pyani_analysis/id_534/classes.txt
148	149	id_538	ANIm	2023-03-09 20:53:50.655898	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_538 -o pyani_analysis/id_538/output -v -l pyani_analysis/id_538/output.log --name id_538 --labels pyani_analysis/id_538/labels.txt --classes pyani_analysis/id_538/classes.txt
149	150	id_539	ANIm	2023-03-09 20:54:15.149489	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_539 -o pyani_analysis/id_539/output -v -l pyani_analysis/id_539/output.log --name id_539 --labels pyani_analysis/id_539/labels.txt --classes pyani_analysis/id_539/classes.txt
150	151	id_549	ANIm	2023-03-09 20:54:38.215069	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_549 -o pyani_analysis/id_549/output -v -l pyani_analysis/id_549/output.log --name id_549 --labels pyani_analysis/id_549/labels.txt --classes pyani_analysis/id_549/classes.txt
151	152	id_55	ANIm	2023-03-09 20:54:53.787916	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_55 -o pyani_analysis/id_55/output -v -l pyani_analysis/id_55/output.log --name id_55 --labels pyani_analysis/id_55/labels.txt --classes pyani_analysis/id_55/classes.txt
152	153	id_561	ANIm	2023-03-09 20:55:20.889550	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_561 -o pyani_analysis/id_561/output -v -l pyani_analysis/id_561/output.log --name id_561 --labels pyani_analysis/id_561/labels.txt --classes pyani_analysis/id_561/classes.txt
153	154	id_590	ANIm	2023-03-09 20:56:03.708837	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_590 -o pyani_analysis/id_590/output -v -l pyani_analysis/id_590/output.log --name id_590 --labels pyani_analysis/id_590/labels.txt --classes pyani_analysis/id_590/classes.txt
154	155	id_6	ANIm	2023-03-09 20:56:17.939411	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_6 -o pyani_analysis/id_6/output -v -l pyani_analysis/id_6/output.log --name id_6 --labels pyani_analysis/id_6/labels.txt --classes pyani_analysis/id_6/classes.txt
155	156	id_617	ANIm	2023-03-09 21:00:05.590742	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_617 -o pyani_analysis/id_617/output -v -l pyani_analysis/id_617/output.log --name id_617 --labels pyani_analysis/id_617/labels.txt --classes pyani_analysis/id_617/classes.txt
156	157	id_62	ANIm	2023-03-09 21:00:27.042199	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_62 -o pyani_analysis/id_62/output -v -l pyani_analysis/id_62/output.log --name id_62 --labels pyani_analysis/id_62/labels.txt --classes pyani_analysis/id_62/classes.txt
157	158	id_621	ANIm	2023-03-09 21:01:35.315456	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_621 -o pyani_analysis/id_621/output -v -l pyani_analysis/id_621/output.log --name id_621 --labels pyani_analysis/id_621/labels.txt --classes pyani_analysis/id_621/classes.txt
158	159	id_627	ANIm	2023-03-09 21:01:53.088879	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_627 -o pyani_analysis/id_627/output -v -l pyani_analysis/id_627/output.log --name id_627 --labels pyani_analysis/id_627/labels.txt --classes pyani_analysis/id_627/classes.txt
159	160	id_632	ANIm	2023-03-09 21:02:06.524521	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_632 -o pyani_analysis/id_632/output -v -l pyani_analysis/id_632/output.log --name id_632 --labels pyani_analysis/id_632/labels.txt --classes pyani_analysis/id_632/classes.txt
160	161	id_64	ANIm	2023-03-09 21:02:38.753738	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_64 -o pyani_analysis/id_64/output -v -l pyani_analysis/id_64/output.log --name id_64 --labels pyani_analysis/id_64/labels.txt --classes pyani_analysis/id_64/classes.txt
161	162	id_65	ANIm	2023-03-09 21:03:00.136668	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_65 -o pyani_analysis/id_65/output -v -l pyani_analysis/id_65/output.log --name id_65 --labels pyani_analysis/id_65/labels.txt --classes pyani_analysis/id_65/classes.txt
162	163	id_655	ANIm	2023-03-09 21:03:19.004153	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_655 -o pyani_analysis/id_655/output -v -l pyani_analysis/id_655/output.log --name id_655 --labels pyani_analysis/id_655/labels.txt --classes pyani_analysis/id_655/classes.txt
163	164	id_67	ANIm	2023-03-09 21:03:36.678778	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_67 -o pyani_analysis/id_67/output -v -l pyani_analysis/id_67/output.log --name id_67 --labels pyani_analysis/id_67/labels.txt --classes pyani_analysis/id_67/classes.txt
164	165	id_7	ANIm	2023-03-09 21:03:55.866786	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_7 -o pyani_analysis/id_7/output -v -l pyani_analysis/id_7/output.log --name id_7 --labels pyani_analysis/id_7/labels.txt --classes pyani_analysis/id_7/classes.txt
165	166	id_70	ANIm	2023-03-09 21:06:11.369235	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_70 -o pyani_analysis/id_70/output -v -l pyani_analysis/id_70/output.log --name id_70 --labels pyani_analysis/id_70/labels.txt --classes pyani_analysis/id_70/classes.txt
166	167	id_71	ANIm	2023-03-09 21:06:51.770600	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_71 -o pyani_analysis/id_71/output -v -l pyani_analysis/id_71/output.log --name id_71 --labels pyani_analysis/id_71/labels.txt --classes pyani_analysis/id_71/classes.txt
167	168	id_74	ANIm	2023-03-09 21:07:13.701819	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_74 -o pyani_analysis/id_74/output -v -l pyani_analysis/id_74/output.log --name id_74 --labels pyani_analysis/id_74/labels.txt --classes pyani_analysis/id_74/classes.txt
168	169	id_75	ANIm	2023-03-09 21:07:31.649858	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_75 -o pyani_analysis/id_75/output -v -l pyani_analysis/id_75/output.log --name id_75 --labels pyani_analysis/id_75/labels.txt --classes pyani_analysis/id_75/classes.txt
169	170	id_76	ANIm	2023-03-09 21:08:20.099534	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_76 -o pyani_analysis/id_76/output -v -l pyani_analysis/id_76/output.log --name id_76 --labels pyani_analysis/id_76/labels.txt --classes pyani_analysis/id_76/classes.txt
170	171	id_79	ANIm	2023-03-09 21:09:11.308146	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_79 -o pyani_analysis/id_79/output -v -l pyani_analysis/id_79/output.log --name id_79 --labels pyani_analysis/id_79/labels.txt --classes pyani_analysis/id_79/classes.txt
171	172	id_8	ANIm	2023-03-09 21:09:34.695366	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_8 -o pyani_analysis/id_8/output -v -l pyani_analysis/id_8/output.log --name id_8 --labels pyani_analysis/id_8/labels.txt --classes pyani_analysis/id_8/classes.txt
172	173	id_80	ANIm	2023-03-09 21:09:54.308397	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_80 -o pyani_analysis/id_80/output -v -l pyani_analysis/id_80/output.log --name id_80 --labels pyani_analysis/id_80/labels.txt --classes pyani_analysis/id_80/classes.txt
173	174	id_82	ANIm	2023-03-09 21:10:12.532253	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_82 -o pyani_analysis/id_82/output -v -l pyani_analysis/id_82/output.log --name id_82 --labels pyani_analysis/id_82/labels.txt --classes pyani_analysis/id_82/classes.txt
174	175	id_84	ANIm	2023-03-09 21:10:40.835504	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_84 -o pyani_analysis/id_84/output -v -l pyani_analysis/id_84/output.log --name id_84 --labels pyani_analysis/id_84/labels.txt --classes pyani_analysis/id_84/classes.txt
175	176	id_85	ANIm	2023-03-09 21:10:57.749678	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_85 -o pyani_analysis/id_85/output -v -l pyani_analysis/id_85/output.log --name id_85 --labels pyani_analysis/id_85/labels.txt --classes pyani_analysis/id_85/classes.txt
176	177	id_87	ANIm	2023-03-09 21:11:36.704053	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_87 -o pyani_analysis/id_87/output -v -l pyani_analysis/id_87/output.log --name id_87 --labels pyani_analysis/id_87/labels.txt --classes pyani_analysis/id_87/classes.txt
177	178	id_88	ANIm	2023-03-09 21:12:03.340936	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_88 -o pyani_analysis/id_88/output -v -l pyani_analysis/id_88/output.log --name id_88 --labels pyani_analysis/id_88/labels.txt --classes pyani_analysis/id_88/classes.txt
178	179	id_91	ANIm	2023-03-09 21:14:56.489844	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_91 -o pyani_analysis/id_91/output -v -l pyani_analysis/id_91/output.log --name id_91 --labels pyani_analysis/id_91/labels.txt --classes pyani_analysis/id_91/classes.txt
179	180	id_92	ANIm	2023-03-09 21:15:19.942929	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_92 -o pyani_analysis/id_92/output -v -l pyani_analysis/id_92/output.log --name id_92 --labels pyani_analysis/id_92/labels.txt --classes pyani_analysis/id_92/classes.txt
180	181	id_94	ANIm	2023-03-09 21:15:51.236927	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_94 -o pyani_analysis/id_94/output -v -l pyani_analysis/id_94/output.log --name id_94 --labels pyani_analysis/id_94/labels.txt --classes pyani_analysis/id_94/classes.txt
181	182	id_99	ANIm	2023-03-09 21:29:19.441656	/opt/anaconda3/envs/pyani_v3/bin/pyani anim -i=pyani_analysis/id_99 -o pyani_analysis/id_99/output -v -l pyani_analysis/id_99/output.log --name id_99 --labels pyani_analysis/id_99/labels.txt --classes pyani_analysis/id_99/classes.txt
