cluster_hash,Total_genomes,Cluster_members,NCBI_names,Unique_names_per_cluster
2539833c28ef96fa49eed135653b3e0f,1,GCF_000819545.1,['Streptomyces nodosus'],1
4b74618821a90127f1f5aaad13baf3f5,1,GCF_000819545.1,['Streptomyces nodosus'],1
e8541bb7c638b4917a88e56bedb7862c,1,GCF_000819545.1,['Streptomyces nodosus'],1
39452ad3dc572e20ea2eadae8ee67614,3,"GCF_003675345.1,GCF_001753425.1,GCF_000827005.1","['Streptomyces albus', 'Streptomyces albus', 'Streptomyces albus', 'Streptomyces albus', 'Streptomyces albus', 'Streptomyces albus', 'Streptomyces albus', 'Streptomyces albus', 'Streptomyces albus', 'Streptomyces albus', 'Streptomyces albus', 'Streptomyces albus', 'Streptomyces albus', 'Streptomyces albus', 'Streptomyces albus']",1
aeafd9afb77abf736afab7d74f2af7c4,1,GCF_000830005.1,"['Streptomyces vietnamensis', 'Streptomyces vietnamensis', 'Streptomyces vietnamensis', 'Streptomyces vietnamensis', 'Streptomyces vietnamensis', 'Streptomyces vietnamensis', 'Streptomyces vietnamensis']",1
af086a355d9057a796ed903029af206d,2,"GCF_001013905.1,GCF_000931445.1","['Streptomyces cyaneogriseus', 'Streptomyces cyaneogriseus', 'Streptomyces cyaneogriseus', 'Streptomyces cyaneogriseus', 'Streptomyces cyaneogriseus', 'Streptomyces leeuwenhoekii', 'Streptomyces leeuwenhoekii']",2
f60a27bd122cec0b51bb7bdf76107bd1,1,GCF_000931445.1,['Streptomyces cyaneogriseus'],1
d61fdb21a4b65e58de1239df27795a43,5,"GCF_001905405.1,GCF_000932225.2,GCF_003263925.1,GCF_003263885.1,GCF_003147545.1","['Streptomyces griseus', 'Streptomyces griseus', 'Streptomyces sp.', 'Streptomyces globisporus', 'Streptomyces globisporus', 'Streptomyces badius', 'Streptomyces badius', 'Streptomyces badius', 'Streptomyces badius']",4
264a1381bfac2190300f5d2f3e75a8cb,1,GCF_000935185.3,['Streptomyces albulus'],1
68bb055d4133f11d6f66931326571f55,6,"GCF_000952035.2,GCF_001294335.1,GCF_001984445.1,GCF_002090335.1,GCF_001729485.1,GCF_004125245.1","['Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces chattanoogensis', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus', 'Streptomyces lydicus']",3
877d529218082c608f7b34838bc52f6e,1,GCF_000966975.1,['Streptomyces katrae'],1
68b3490b35ed3d5d65166b5185a72a99,11,"GCF_005490965.1,GCF_013363575.1,GCF_003949835.1,GCF_003116795.1,GCF_018070055.1,GCF_003984975.1,GCF_003984925.1,GCF_019029505.1,GCF_000972435.1,GCF_004795715.1,GCF_019029485.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
75bdfb9c03c58dd610087611db26de0f,1,GCF_000974985.2,['Streptomyces mangrovisoli'],1
25d50ece25e94dcae14c81c9a92ac26c,1,GCF_000980885.2,['Streptomyces malaysiense'],1
1e3fd1eaa0999d40f27626a6ace70752,2,"GCF_000993785.3,GCF_016605905.1","['Streptomyces xiamenensis', 'Streptomyces xiamenensis', 'Streptomyces xiamenensis', 'Streptomyces xiamenensis', 'Streptomyces xiamenensis', 'Streptomyces sp.', 'Streptomyces sp.']",2
948b208d961ffb2b3a60ea2dd18ae2ea,1,GCF_001005085.2,['Streptomyces humi'],1
ec1fb3224d19245ca5279a75b0193d5e,3,"GCF_001005295.1,GCF_001531145.1,GCF_002007685.1","['Streptomyces yangpuensis', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",2
9ef7329f4ffccebf1220d1d73570f43e,3,"GCF_014873495.1,GCF_900215595.1,GCF_001008135.1","['Streptomyces stelliscabiei', 'Streptomyces stelliscabiei', 'Streptomyces stelliscabiei', 'Streptomyces stelliscabiei', 'Streptomyces stelliscabiei', 'Streptomyces stelliscabiei', 'Streptomyces stelliscabiei', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",2
a85cdae303017cd2f5c3bd701609440d,1,GCF_001011035.1,['Streptomyces sp.'],1
28c13b3942ec0e59249b26f5aff28321,1,GCF_001011035.1,['Streptomyces sp.'],1
c1a24a9763ae5cf026c8fcd0c4f57b6a,1,GCF_001011035.1,['Streptomyces sp.'],1
835f84aef05a6eb8ab69062885a47eb6,2,"GCF_003945505.1,GCF_001011035.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
0f585817f0b8b0f4231f389b29ffb77e,1,GCF_001013905.1,['Streptomyces leeuwenhoekii'],1
fbf8d2106048f28edc58a9cde7845b4b,1,GCF_001014595.1,['Streptomyces sp.'],1
36f4782ac181cbc06b4189bf2058a068,1,GCF_001044425.1,['Streptomyces roseus'],1
853c7ab528c80d017704d7ba82e44ac3,3,"GCF_001047325.1,GCF_001270485.1,GCF_001270495.1","['Streptomyces viridochromogenes', 'Streptomyces viridochromogenes', 'Streptomyces viridochromogenes']",1
42c252a75476a59d33547dbf0509768b,1,GCF_001049855.1,['Streptomyces sp.'],1
abc3a56e0da9fddedc2d2f7c64ec201f,1,GCF_001049855.1,"['Streptomyces sp.', 'Streptomyces sp.']",1
3ec986ff76509ef03ce521d8b6435e4d,1,GCF_001049855.1,['Streptomyces sp.'],1
72e1dd57c040049f7218d635e0fa6399,1,GCF_001049855.1,['Streptomyces sp.'],1
b573e64832d3015ba519f94074d7f1d8,1,GCF_001049855.1,['Streptomyces sp.'],1
e441aa1b1df5d1d826d5d7e45beefb69,1,GCF_001049855.1,['Streptomyces sp.'],1
0bad40c9abacac6cb8f36134c689de9c,1,GCF_001184025.1,['Streptomyces sp.'],1
f4cedb1677770de8c3ad944699819efb,2,"GCF_001267885.1,GCF_001632865.1","['Streptomyces ambofaciens', 'Streptomyces ambofaciens', 'Streptomyces ambofaciens', 'Streptomyces ambofaciens', 'Streptomyces ambofaciens', 'Streptomyces ambofaciens', 'Streptomyces ambofaciens', 'Streptomyces ambofaciens', 'Streptomyces ambofaciens', 'Streptomyces ambofaciens', 'Streptomyces ambofaciens', 'Streptomyces ambofaciens']",1
a68d5ff49b590e09847447c51ad57abd,1,GCF_001270025.1,['Streptomyces azureus'],1
61d3a6c1129c00e8c8274f14afe21997,2,"GCF_001278075.1,GCF_014070435.1","['Streptomyces pristinaespiralis', 'Streptomyces pristinaespiralis', 'Streptomyces pristinaespiralis', 'Streptomyces pristinaespiralis', 'Streptomyces pristinaespiralis', 'Streptomyces pristinaespiralis', 'Streptomyces pristinaespiralis', 'Streptomyces pristinaespiralis', 'Streptomyces pristinaespiralis', 'Streptomyces pristinaespiralis', 'Streptomyces pristinaespiralis']",1
d48981bdd1107ce6890af2647f4946a1,2,"GCF_001278095.1,GCF_002804165.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces cavourensis']",2
f5aaeec855326b6172c8b91c6a00e0d9,1,GCF_001278095.1,['Streptomyces sp.'],1
555e4a926300e0f8cc28f6315871b498,2,"GCF_001278095.1,GCF_900091865.1","['Streptomyces sp.', 'Streptomyces sp.']",1
889622471c995f5afd55f719fc3581f3,1,GCF_001278095.1,['Streptomyces sp.'],1
37f22fed40af89d171e93e737d85fb1f,1,GCF_001278095.1,['Streptomyces sp.'],1
d75b0e11afc35cb2d389920e81fd2724,1,GCF_001279605.1,['Streptomyces sp.'],1
6912aa006451acd8dcd4236a83ecb778,1,GCF_001279725.1,['Streptomyces sp.'],1
59328201aee6e4ef83a84b519db9e1dc,1,GCF_001280005.1,['Streptomyces sp.'],1
a84e260cc16230dd46cd85dc68bc01a5,1,GCF_001280015.1,['Streptomyces sp.'],1
8afc12561519859ec14793dda75ceb80,2,"GCF_002156095.1,GCF_001282115.1","['Streptomyces sp.', 'Streptomyces sp.']",1
9b5261678c220099a537f3431f398a99,1,GCF_001417695.1,['Streptomyces sp.'],1
e910f06877303e81caee68788bf976ee,1,GCF_001417735.1,['Streptomyces sp.'],1
bfb992ae91c3fde153fb68aef4824c7e,1,GCF_001417775.1,['Streptomyces sp.'],1
48ed610b9f24092fc49512ae16565ee8,1,GCF_001418135.1,['Streptomyces aureus'],1
e874ada23f7b7e525307e787815ee92e,1,GCF_001418165.1,['Streptomyces prasinus'],1
1f769551f22f2255b5bcfcd042187bbf,1,GCF_001418175.1,['Streptomyces hirsutus'],1
288de63782067dd6a5fe5a2d3d5484dc,2,"GCF_001418385.1,GCF_008704395.1","['Streptomyces alboniger', 'Streptomyces alboniger', 'Streptomyces alboniger', 'Streptomyces alboniger', 'Streptomyces alboniger', 'Streptomyces alboniger', 'Streptomyces alboniger']",1
2db22cd4a6cd9160d8a1baf1b515c060,1,GCF_001418475.1,['Streptomyces ossamyceticus'],1
836d777513fc62f1685e217f02314f82,1,GCF_001418505.1,['Streptomyces albus'],1
04123ccc2c456e38a5d47026834a3880,1,GCF_001418565.1,['Streptomyces graminilatus'],1
bb53f657f16fb2cf13b94ede90abc535,2,"GCF_001418585.1,GCF_001514205.1","['Streptomyces griseoruber', 'Streptomyces griseoruber']",1
cceb69b3f836a045665bf0142be5e354,1,GCF_001418645.1,['Streptomyces neyagawaensis'],1
06077a39c4e2a2cf8683662765d74186,2,"GCF_001672315.1,GCF_001419705.1","['Streptomyces prasinus', 'Streptomyces sp.', 'Streptomyces sp.']",2
76562c1df2eee91353220431086a3343,1,GCF_001419745.1,['Streptomyces silaceus'],1
108e655681dcd9f27d85fb5808f371ff,1,GCF_001419765.1,['Streptomyces torulosus'],1
818923a49a9554b02192770f366a56b1,3,"GCF_001425805.1,GCF_001514145.1,GCF_001514045.1","['Streptomyces sp.', 'Streptomyces canus', 'Streptomyces canus']",2
6c6b50c69100afe4cdcba0d549fb6bbb,1,GCF_001426585.1,['Streptomyces sp.'],1
4e69f4c831b3c75ee5f01511abc637b5,1,GCF_001428885.1,['Streptomyces sp.'],1
04e7343faab400879c8ce75aefda816d,1,GCF_001431765.1,['Streptomyces sp.'],1
231ac900ac0caf6f2d135551b49fc79e,1,GCF_001431765.1,['Streptomyces sp.'],1
0bf4e8cea82b8245206c0203026f84b5,1,GCF_001445655.1,"['Streptomyces roseifaciens', 'Streptomyces roseifaciens', 'Streptomyces roseifaciens']",1
341c566f6454fda4c04433649008bc40,1,GCF_001447075.1,['Streptomyces hygroscopicus'],1
4dbb1912ff69ca32f0a267fa5a3b1370,1,GCF_001447075.1,['Streptomyces hygroscopicus'],1
dbfd881eb6c4b5709c9b8278ba411365,1,GCF_001447075.1,['Streptomyces hygroscopicus'],1
34203ae8aa8034a2715429bcdd323e26,1,GCF_001447075.1,['Streptomyces hygroscopicus'],1
846d67eeacb38a7f313c13d6c31cca87,1,GCF_001484565.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
a8199b18bd82971b2901f3ceb0b99b5d,1,GCF_001484565.1,['Streptomyces sp.'],1
b1d4b54d6875d750eeea17c543fe1f1d,1,GCF_001493375.1,"['Streptomyces specialis', 'Streptomyces specialis']",1
05ed9c6f9c895334ad183550e835f174,1,GCF_001493375.1,['Streptomyces specialis'],1
36034e81b456533850794c1157188c14,3,"GCF_001509775.1,GCF_001598115.1,GCF_002154275.1","['Streptomyces violaceusniger', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces antimycoticus']",3
b638f11514e2e1d0722584609299089b,1,GCF_001513965.1,['Streptomyces cellostaticus'],1
9c87c3fdd414f3f6a1f9f99cefba2ede,3,"GCF_003595235.1,GCF_001514195.1,GCF_001513985.1","['Streptomyces griseorubiginosus', 'Streptomyces griseorubiginosus', 'Streptomyces griseorubiginosus', 'Streptomyces griseorubiginosus', 'Streptomyces griseorubiginosus', 'Streptomyces griseorubiginosus', 'Streptomyces griseorubiginosus']",1
766ae176a9b8766f028f91e6f6143ea1,1,GCF_001514035.1,['Streptomyces yokosukanensis'],1
1b3c75b4fb40385628e780bed4d514bb,1,GCF_001514065.1,['Streptomyces antibioticus'],1
bf68937a7173d8501a75740975a3b6fc,3,"GCF_002335465.1,GCF_900215305.1,GCF_001514115.1","['Streptomyces olivochromogenes', 'Streptomyces olivochromogenes', 'Streptomyces sp.']",2
aa721dfebe698efe0bbe11cfb93e7e3c,3,"GCF_005280215.1,GCF_005280195.1,GCF_001514125.1","['Streptomyces longwoodensis', 'Streptomyces galbus', 'Streptomyces lasalocidi', 'Streptomyces lasalocidi', 'Streptomyces lasalocidi', 'Streptomyces lasalocidi', 'Streptomyces lasalocidi', 'Streptomyces lasalocidi']",3
171235102339156237a6403b152784ca,1,GCF_001514215.1,['Streptomyces bungoensis'],1
1a8bc0b35ad63d6e22ab8d43f0fe70a4,1,GCF_001514235.1,['Streptomyces caeruleatus'],1
5bbcfb43700f9a80cdc8be982fc52152,1,GCF_001514285.1,['Streptomyces sp.'],1
697a9cccc396ab3588c23760bd33b96d,1,GCF_001514305.1,['Streptomyces dysideae'],1
f485bf8ee5013088c7795c9cd708c502,2,"GCF_017874495.1,GCF_001542625.1","['Streptomyces griseochromogenes', 'Streptomyces griseochromogenes', 'Streptomyces griseochromogenes', 'Streptomyces griseochromogenes', 'Streptomyces griseochromogenes', 'Streptomyces griseochromogenes', 'Streptomyces griseochromogenes']",1
29be6ea41125fee1227327863dc5400c,1,GCF_001543895.1,['Streptomyces thermoautotrophicus'],1
d9503fb4ee9b7001c5af8044cd7ac8c9,3,"GCF_001543895.1,GCF_001543925.1,GCF_001543915.1","['Streptomyces thermoautotrophicus', 'Streptomyces thermoautotrophicus', 'Streptomyces thermoautotrophicus', 'Streptomyces thermoautotrophicus']",1
749153ce1084cc1fdbd8f582c2bfaf2e,2,"GCF_001543925.1,GCF_001543915.1","['Streptomyces thermoautotrophicus', 'Streptomyces thermoautotrophicus']",1
7bbe785ed8b12e0a4585af6b137ab9e3,10,"GCF_012184365.2,GCF_013376795.1,GCF_001704195.1,GCF_011170145.1,GCF_004196155.1,GCF_004195745.1,GCF_900171555.1,GCF_002910725.2,GCF_004196145.1,GCF_001577385.1","['Streptomyces albidoflavus', 'Streptomyces albidoflavus', 'Streptomyces albidoflavus', 'Streptomyces sampsonii', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces albidoflavus', 'Streptomyces albidoflavus', 'Streptomyces albidoflavus', 'Streptomyces gougerotii', 'Streptomyces violascens', 'Streptomyces violascens', 'Streptomyces albidoflavus', 'Streptomyces sp.', 'Streptomyces sp.']",5
199ece4d89c828d217726f77ddda858e,1,GCF_001590865.1,['Streptomyces sp.'],1
7e7240378f4d1782442348adc951f7af,4,"GCF_002943895.1,GCF_009299385.1,GCF_001592685.1,GCF_011758705.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces cinereoruber', 'Streptomyces cinereoruber', 'Streptomyces cinereoruber', 'Streptomyces cinereoruber']",2
3eb6197abf26f823dacaad6c38e7d8c2,6,"GCF_002943895.1,GCF_009299385.1,GCF_011758705.1,GCF_001592685.1,GCF_003116715.1,GCF_014197485.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces cinereoruber', 'Streptomyces cinereoruber', 'Streptomyces cinereoruber', 'Streptomyces cinereoruber', 'Streptomyces cinereoruber', 'Streptomyces cinereoruber', 'Streptomyces cinereoruber', 'Streptomyces cinereoruber', 'Streptomyces cinereoruber']",2
1c86d61cd24dd13b5f56b6791d6bdd58,2,"GCF_002943895.1,GCF_001592685.1","['Streptomyces sp.', 'Streptomyces sp.']",1
a903c6c0822b265b25ad582daf7d7562,2,"GCF_002943895.1,GCF_001592685.1","['Streptomyces sp.', 'Streptomyces sp.']",1
d47bc5c5ceaf77c0500098734ccc8233,2,"GCF_002943895.1,GCF_001592685.1","['Streptomyces sp.', 'Streptomyces sp.']",1
affd137f713d44bf36c911854004ddd1,1,GCF_001595515.1,['Streptomyces sp.'],1
bba3d6899731787f9baf48c3163ea312,1,GCF_001598115.1,['Streptomyces sp.'],1
1bf0f40c32c570fb3011c8407d86c76c,1,GCF_001611795.1,"['Streptomyces qaidamensis', 'Streptomyces qaidamensis', 'Streptomyces qaidamensis', 'Streptomyces qaidamensis', 'Streptomyces qaidamensis']",1
b8362eea82234ec766009712dc9123df,1,GCF_001611795.1,['Streptomyces qaidamensis'],1
5aa2a0dfe9b303fb97c8319e5eac544d,1,GCF_001625365.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
5780daa51dabfdc003a735ff93ee5995,1,GCF_001625365.1,['Streptomyces sp.'],1
157ce1c5ca931461a24318038ad0a51a,1,GCF_001625365.1,['Streptomyces sp.'],1
ee2ca920f9618904c04f871ccad95c9f,1,GCF_001625365.1,['Streptomyces sp.'],1
37a3a3adac3176b1a5300e2c9e899032,1,GCF_001636945.1,['Streptomyces sp.'],1
ec8ff913c805a36e43a8aa5569c430c7,1,GCF_001642995.1,['Streptomyces jeddahensis'],1
757c443690de406495f68652c4c475b1,1,GCF_001646665.1,['Streptomyces albulus'],1
1b54356648a24b8ac124025f30818fc1,1,GCF_001650215.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
669f3d49a9b43d59feaaf18f54a8e4e3,1,GCF_001650215.1,['Streptomyces sp.'],1
e104173285b72d80fd2891e49885816e,1,GCF_001653515.1,"['Streptomyces sp.', 'Streptomyces sp.']",1
cc2cc008da88e644c92485ee496edf19,1,GCF_001654495.1,['Streptomyces sp.'],1
eb6390fe0067e2207f878bb2c35ac94e,1,GCF_001654495.1,"['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
c0715aff031662ff12b0c4791ebcc401,1,GCF_001660045.1,['Streptomyces parvulus'],1
c85750d1d87971199e8e6aea6d978d58,1,GCF_001660045.1,['Streptomyces parvulus'],1
fa67fbc6373c01b6390eeb8844d0aaa4,1,GCF_001660045.1,['Streptomyces parvulus'],1
2f5a30d7827be7ac9477db6cde229297,1,GCF_001660045.1,['Streptomyces parvulus'],1
efdfc18778d1e1177eb87ad10671e685,1,GCF_001660045.1,['Streptomyces parvulus'],1
7f9a9cadb314182ac6d984bc433fa6d1,1,GCF_001660045.1,['Streptomyces parvulus'],1
e5246ff85ec408fd31fbeff4ae55be30,2,"GCF_008704445.1,GCF_001672315.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces prasinus', 'Streptomyces prasinus', 'Streptomyces prasinus']",2
dc3b106a298c068c32e7aba829245ce1,1,GCF_001672315.1,['Streptomyces sp.'],1
59678a2c655d64e78ce47c00e04127c2,3,"GCF_001685355.1,GCF_003344445.1,GCF_014083905.1","['Streptomyces lincolnensis', 'Streptomyces lincolnensis', 'Streptomyces lincolnensis', 'Streptomyces lincolnensis', 'Streptomyces lincolnensis', 'Streptomyces lincolnensis', 'Streptomyces lincolnensis', 'Streptomyces lincolnensis', 'Streptomyces lincolnensis', 'Streptomyces lincolnensis', 'Streptomyces lincolnensis', 'Streptomyces lincolnensis']",1
4812f1faf8eafd513c97d3e99ab5a3ec,3,"GCF_001685355.1,GCF_003344445.1,GCF_014083905.1","['Streptomyces lincolnensis', 'Streptomyces lincolnensis', 'Streptomyces lincolnensis']",1
4e2678be64528963a0c1a1b0d5c131c2,3,"GCF_001685355.1,GCF_003344445.1,GCF_014083905.1","['Streptomyces lincolnensis', 'Streptomyces lincolnensis', 'Streptomyces lincolnensis']",1
36b7984301349f14bfe40478aa3376f9,1,GCF_001700515.1,['Streptomyces lushanensis'],1
7e2ccec90749822c2649ef6b8815aa81,1,GCF_001704195.1,['Streptomyces sampsonii'],1
2077ec7b427b9691b9856d568cfa293e,1,GCF_001704195.1,['Streptomyces sampsonii'],1
55d059403751b8571cb1a67ae7763fb6,1,GCF_001704195.1,['Streptomyces sampsonii'],1
1e7cd94b14635da89d377c3cc9d013f2,1,GCF_001704195.1,['Streptomyces sampsonii'],1
b5ad18e587d1e3ed47a7cde68e7bae03,1,GCF_001704195.1,['Streptomyces sampsonii'],1
2f4e0af11df2c125425113e6ddce7443,2,"GCF_001969965.1,GCF_001704635.1","['Streptomyces sparsogenes', 'Streptomyces sparsogenes', 'Streptomyces sparsogenes', 'Streptomyces sparsogenes', 'Streptomyces sparsogenes', 'Streptomyces sparsogenes']",1
c1e998dd67fcceed461de77712eb2b2c,1,GCF_001704635.1,['Streptomyces sparsogenes'],1
62853c67090ac789f2789d6b668cd5ba,1,GCF_001705785.1,['Streptomyces hygroscopicus'],1
debd162bd15b89829d3dae2346c9f9b7,1,GCF_001715295.1,['Streptomyces griseus'],1
73e598eb0499c7fcb15fa94c639d58fd,2,"GCF_004563805.1,GCF_001723055.1","['Streptomyces niveus', 'Streptomyces sp.']",2
2acce0ffd99a21363c4901256decdcff,1,GCF_001723065.1,['Streptomyces rubidus'],1
88128ac2d26ce6f717b2cbb50e8ab093,1,GCF_001723075.1,['Streptomyces niveus'],1
7ce3167b8b9484e148a1dd8354cc91a0,1,GCF_001735805.1,"['Streptomyces fodineus', 'Streptomyces fodineus', 'Streptomyces fodineus', 'Streptomyces fodineus', 'Streptomyces fodineus']",1
b504ac9ef21dd0b3561a70a4e0ce2b67,1,GCF_001735805.1,['Streptomyces fodineus'],1
2fb1f6a715818dec6336d44f47c2fa77,4,"GCF_001746415.1,GCF_001746455.1,GCF_001746465.1,GCF_001746475.1","['Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus']",1
2d5976f0b8437a8d1bcf7e7e683ee5a0,2,"GCF_001746415.1,GCF_001746475.1","['Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus', 'Streptomyces agglomeratus']",1
829889f2da1561e2ff554b778de1fd77,1,GCF_001746425.1,"['Streptomyces subrutilus', 'Streptomyces subrutilus', 'Streptomyces subrutilus', 'Streptomyces subrutilus']",1
5ffad80f289ce9f40465814fa9cb0b48,1,GCF_001748085.1,['Streptomyces sp.'],1
a12b3fe63940a83f2446d33f33560e7a,5,"GCF_011800555.1,GCF_002812405.1,GCF_015689475.1,GCF_001748165.1,GCF_002591335.1","['Streptomyces sp.', 'Streptomyces malaysiensis', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces malaysiensis', 'Streptomyces malaysiensis', 'Streptomyces solisilvae']",3
e863cef095b423f923ac4dd2088956e5,3,"GCF_001750785.1,GCF_002119225.1,GCF_008704425.1","['Streptomyces rubrolavendulae', 'Streptomyces rubrolavendulae', 'Streptomyces rubrolavendulae', 'Streptomyces rubrolavendulae', 'Streptomyces rubrolavendulae', 'Streptomyces fradiae', 'Streptomyces fradiae', 'Streptomyces fradiae', 'Streptomyces fradiae', 'Streptomyces fradiae', 'Streptomyces fradiae']",2
76fd6603948676bb53bccc22734431ae,1,GCF_001750785.1,['Streptomyces rubrolavendulae'],1
52ba2aa3dfd9578a936664c4c1c2e6b0,1,GCF_001751245.1,['Streptomyces oceani'],1
3ebb14ff98961c368fdc36144210820f,1,GCF_001751305.1,['Streptomyces nanshensis'],1
5c4eba2229a4848265721c594daac537,14,"GCF_003352445.1,GCF_018619555.1,GCF_014649215.1,GCF_018619535.1,GCF_018619515.1,GCF_004334925.1,GCF_018619495.1,GCF_006788935.1,GCF_003949895.1,GCF_013363475.1,GCF_001751305.1,GCF_018619575.1,GCF_004000405.1,GCF_013363675.1","['Streptomyces nanshensis', 'Streptomyces cavourensis', 'Streptomyces cavourensis', 'Streptomyces cavourensis', 'Streptomyces cavourensis', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces cavourensis', 'Streptomyces cavourensis', 'Streptomyces cavourensis', 'Streptomyces cavourensis', 'Streptomyces cavourensis', 'Streptomyces cavourensis', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces cavourensis', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",3
cb2fa18a06cba42bb26fe908e09b0f3a,1,GCF_001751345.1,"['Streptomyces abyssalis', 'Streptomyces abyssalis', 'Streptomyces abyssalis']",1
bce1de719d0e8810960ecadf88669e31,1,GCF_001767375.1,['Streptomyces olivaceus'],1
3bb42316a1500e7a49601884cc6369b5,2,"GCF_009025935.1,GCF_001865245.1","['Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.', 'Streptomyces sp.']",1
10c21cde535a3dd51969ea95d9bd105a,1,GCF_001865255.1,['Streptomyces sp.'],1
32e64615bfa173755b634f95f19328a0,1,GCF_001865795.1,['Streptomyces albidoflavus'],1
4ff319396bc65ecd7baf0996dba26dc9,1,GCF_001866645.1,['Streptomyces colonosanans'],1
60f3a61a7851435334f7c1a1ee49f759,1,GCF_001866665.1,['Streptomyces monashensis'],1
82ced2b456585a5f349990323a9fdbe4,1,GCF_001866675.1,['Streptomyces sp.'],1
